user_id,name,city,temperature,humidity,timestamp
d51d7119-b8ce-431f-88cb-a40578aeab83,Kelsey Morris,Matthewbury,37.15,55,2021-05-13T04:46:20
9f6b75e0-92d8-466a-a1d2-c0cf11afd243,Jorge Glass,South Veronica,31.15,88,1996-09-25T13:44:00
31c0bad7-39e3-4505-ad6a-c43d8065aca2,Tonya Harris,Lake Tinaport,30.51,44,1976-08-16T00:05:02
15e1bd14-4124-4955-9ddf-d6517f37f70b,Susan Ortega,Lake Michaelland,32.79,86,1982-02-21T08:26:39
5e80efd3-bacb-40df-99d7-60df988d48f8,Kevin Ruiz,South Williamton,27.94,53,2003-10-02T11:33:11
dc0bb44b-c8d5-4eb7-aa28-6cdbd79c9726,Bridget Moore,North Juliefort,34.62,79,2017-01-11T18:18:45
5b19eaf3-def2-4546-b5ce-a6db2cf6df54,Joshua Flores,Port Ericstad,25.54,64,1972-12-07T06:56:16
fc189980-e95c-4bdc-a912-9ee007cf5e82,Dawn Bell,North Daniel,21.57,86,2008-03-14T19:11:55
8ee2b4ae-8fb8-44e0-971c-b5247fd63bfa,Stephanie Thomas,Gravesmouth,22.12,50,2023-04-28T06:10:51
cb27f602-a837-4e48-ac7c-812ede1ce36a,Todd Mayo,Lake Andrewmouth,27.45,75,2019-11-07T02:24:59
90638e01-849f-4042-a01a-91f3b65ec9c0,William Jennings,Port Katherineville,20.17,77,1989-01-23T18:47:12
da94cd2a-2840-4d56-a3b3-1d75c1939735,Daniel Murray,Williamston,37.63,52,2018-06-14T09:43:37
9ab4bda7-b76b-413e-ab54-8a2bd0f917b8,Diane Moreno,Garrettton,20.06,41,1979-09-19T04:33:09
fa1d8dc4-4e7a-43dc-bf63-89477e825ce2,Kyle Mason,Port Daniel,33.94,83,1977-12-19T01:58:58
70461fec-1843-42e8-9b84-1619c67a8251,James Jones,East Stacy,24.37,89,2007-06-30T21:05:44
3aced2cc-4b95-4bda-8a4d-df2a1c2cd7df,Sheena Thompson,Seanchester,30.44,56,2005-07-09T15:00:01
e037be54-8b7f-445c-9c6d-e1bc091cd4f7,Kevin Turner,Jonathanfort,26.29,40,2020-07-25T23:40:54
0e3f4fbe-a264-4632-8272-6c3180077585,Erin Graham,South Kimberlyfurt,38.46,57,2001-10-28T10:57:58
d66d72cf-1862-4be6-aa63-9b8487091132,Jesse Lopez,Port Brendanstad,37.48,70,2024-08-31T04:58:16
13ff6151-5e02-42ab-a6bb-5e64ab27c70e,Jennifer Kim,Port Samanthashire,23.44,61,1990-05-17T13:45:56
38b571f4-e1ec-4360-a1c6-1f8d3fc6401f,Tyler Wolfe,East Jennifer,34.69,47,1990-10-01T11:16:55
970b5465-f79d-4b31-bf2a-00a5fcbdc74b,Raven Wallace,Anthonymouth,20.2,46,1989-01-18T09:28:04
0ed5d6bf-6f0c-4e86-b937-0e79336c1969,Michael Howell,North Davidshire,22.01,82,1993-12-18T13:06:43
f02e0434-046d-4832-9702-07543a0dfba5,Courtney Barker,Sabrinabury,23.85,84,1997-07-14T03:47:50
212998cf-0607-44f5-b501-6f7c31fcf109,Megan Walker,Maryville,37.79,62,2016-03-05T01:51:53
17a2cc58-95c2-40a5-9f6e-bd89a5978af5,Allison Klein DVM,Gordontown,28.33,85,2009-06-29T15:55:10
97b128c8-9a30-4921-9b4d-1f574169b644,Amanda Brown,Maysport,32.61,89,1970-03-13T19:20:43
46b6853f-545c-4563-a67b-687095f201ed,Jacob Burke,New Catherine,34.19,66,2016-03-26T05:51:10
d1d4230d-bfe4-45b7-9dbe-3ce0c1b2c5b9,Jeremy Mann,Lake Carriebury,31.37,53,1975-12-27T01:31:48
